art_id	art_version	art_full	status	description	method	location	notes	created_by	customer
2339	1	2339.1	Approved	"Grass Monkey 3.02""w x 3.08"""	Embroidery			aokrez	040608
2340	1	2340.1	Approved	"Grass Monkey 3""w x 3.07""h"	Screen Print/Heat Transfer			aokrez	040608
2341	1	2341.1	Open	"Rockingham 3.62""w x 0.43""h"	Embroidery			aokrez	040608
2343	1	2343.1	Open	"Rockingham 3.5""w x 0.44""h"	Screen Print/Heat Transfer			aokrez	040608
2345	1	2345.1	Approved	Davey Personalization - Name	Emb Personalization	BICEP LEFT SLEEVE	Block font - White thread	aokrez	032813
2346	1	2346.1	Approved	"Pray For America 3.76""w X 0.72"	Embroidery			vrowinsky	018886
2347	1	2347.1	Approved	"Dave Joyce US Cong 2""w X 1.75"""	Embroidery			vrowinsky	018886
2348	1	2348.1	Approved	Vermillion HVSA 8”w x 2.18”h	Screen Print/Heat Transfer			mmintz	000632
2331	1	2331.1	Approved	Natural Direction 3.54”w x 1.9	Embroidery			mmintz	002115
2332	1	2332.1	Approved	Natural Direct 1C 3.54”w x 1.9	Embroidery			mmintz	002115
2333	1	2333.1	Approved	"Americorps 2""w x 2""h"	Screen Print/Heat Transfer			mmintz	002118
2333	2	2333.2	Approved	"Americorps 2""w WH"	Screen Print/Heat Transfer			mmintz	003101
2334	1	2334.1	Approved	"SCA Alumni 9.25""w x 9.25""h"	Screen Print/Heat Transfer			vrowinsky	034240
2334	2	2334.2	Approved	"SCA Alumni 9.25""w BK"	Screen Print/Heat Transfer			vrowinsky	003101
2330	1	2330.1	Approved	"Hunter Farms 3.52""w x 1.11""h"	Embroidery	BRIM HAT - CENTER FRONT	Hat	abiesiadec	000928
2326	1	2326.1	Approved	Perfection Lawn 3.51”w X 0.91”	Embroidery			vrowinsky	040608
2327	1	2327.1	Approved	"Teachers Tree 3.25""w x 3.17""h"	Screen Print/Heat Transfer			abiesiadec	003233
2328	1	2328.1	Approved	STHVW Personalization Hat	Emb Personalization	*SEE PROOF*	HAT	magan	033403
2329	1	2329.1	Approved	ISA Southern 3.26”w X 3.67”h	Embroidery			bpapsidero	001728
2298	1	2298.1	Approved	Budding Trees 3”w x 3”h	Screen Print/Heat Transfer			mmintz	042304
2299	1	2299.1	Approved	Budding Trees 10”w x 11.98”h	Screen Print/Heat Transfer			mmintz	042304
2300	1	2300.1	Approved	Budding Trees 3.5”w x 0.98”h	Screen Print/Heat Transfer			mmintz	042304
2301	1	2301.1	Approved	Monarch 4.02”w x 2.07”h	Embroidery		Hat/Chest	vrowinsky	002256
2302	1	2302.1	Approved	Budding Trees 3”w x 3”h	Screen Print/Heat Transfer			mmintz	042304
2303	1	2303.1	Approved	Budding Trees 10”w x 11.98”h	Screen Print/Heat Transfer			mmintz	042304
2304	1	2304.1	Approved	Budding Trees 7”w x 8.38”h	Screen Print/Heat Transfer			mmintz	042304
2305	1	2305.1	Approved	"Bodhi Tree Care 3.5""w x 1""h"	Screen Print/Heat Transfer			mmintz	047864
2306	1	2306.1	Approved	Bodhi Tree Care 10”w x 7.4”h	Screen Print/Heat Transfer			mmintz	047864
2307	1	2307.1	Approved	Mid TN Lumber 3.75”w x 2.1”h	Screen Print/Heat Transfer			mmintz	001218
2308	1	2308.1	Approved	"Pennline ® 1C 9""w x 2.25""h"	Screen Print/Heat Transfer			mmintz	002170
2309	1	2309.1	Approved	Trees Of Heaven 1C 4”w x 2.12”	Screen Print/Heat Transfer			mmintz	046854
2310	1	2310.1	Approved	Tree60 4.5”w x 2.33”h	Screen Print/Heat Transfer			mmintz	038901
2311	1	2311.1	Approved	Tree60 11”w x 5.69”h	Screen Print/Heat Transfer			mmintz	038901
2312	1	2312.1	Approved	"Tree Smith Ann Arbor 6” x 5.9"""	Screen Print/Heat Transfer			mmintz	010976
2313	1	2313.1	Approved	"Tree Smith Ann Arb 10” x 9.94"""	Screen Print/Heat Transfer			mmintz	010976
2317	1	2317.1	Approved	"Turk Construction 13.5""w x 4""h"	Screen Print/Heat Transfer			mmintz	016673
2318	1	2318.1	Approved	"Utility Arborist LLC 4” x 1.2"""	Screen Print/Heat Transfer			mmintz	038219
2319	1	2319.1	Approved	"Universal Door Sys 4”w x 1.47"""	Screen Print/Heat Transfer			mmintz	043231
2320	1	2320.1	Approved	Vintage Wine 10”w x 7.78”h	Screen Print/Heat Transfer			mmintz	003976
2321	1	2321.1	Open	EMB Quote Placeholder	Embroidery			vrowinsky	*
2322	1	2322.1	Open	SCRN Quote Placeholder	Screen Print/Heat Transfer			vrowinsky	*
2323	1	2323.1	Approved	Vintage Wine 10”w x 11.34”h	Screen Print/Heat Transfer			mmintz	003976
2287	1	2287.1	Approved	"TCIA Accredited 3.5""w x 3""h"	Embroidery			vrowinsky	001817
2288	1	2288.1	Approved	"All 3.5""w x 0.93""h"	Screen Print/Heat Transfer			mmintz	000081
2289	1	2289.1	Approved	A Cut Above 4”w x 1.9”h	Screen Print/Heat Transfer			mmintz	046328
2290	1	2290.1	Approved	Teed & Brown 3.53”w x 2.19”h	Embroidery			aokrez	040608
2291	1	2291.1	Approved	American Arborcare 1.95”w x 3”	Screen Print/Heat Transfer		BK	mmintz	000109
2292	1	2292.1	Approved	CVA Geoscientists 3”w x 2.06”h	Screen Print/Heat Transfer			mmintz	040692
2293	1	2293.1	Approved	Alabama Arbor 2.5”w x 2”h	Screen Print/Heat Transfer			mmintz	037238
2294	1	2294.1	Approved	A Cut Above 4”w x 1.5”h	Screen Print/Heat Transfer			mmintz	046328
2295	1	2295.1	Approved	Arbor Equity 4”w x 1.49”h	Screen Print/Heat Transfer			mmintz	000152
2296	1	2296.1	Approved	"Happy Tree 3.5""w x 2.4""h"	Screen Print/Heat Transfer			nbond	004563
2297	1	2297.1	Approved	"Happy Tree 11""w x 3""h"	Screen Print/Heat Transfer			nbond	004563
2286	1	2286.1	Approved	"Davey H&S 3""w x 3""h"	Screen Print/Heat Transfer			aokrez	002115
2229	1	2229.1	Approved	Hercules Tree 10.5”w x 2.7”h	Screen Print/Heat Transfer			mmintz	030079
2230	1	2230.1	Approved	Tree Pro 2C 11”w x 4.17”h	Screen Print/Heat Transfer			mmintz	004419
2231	1	2231.1	Approved	Tree Pro 2C 4”w x 1.52”h	Screen Print/Heat Transfer			mmintz	004419
2232	1	2232.1	Approved	Tree Care Inc. 3.37”w x 2.26”h	Screen Print/Heat Transfer			mmintz	001879
2233	1	2233.1	Approved	"Tree Care Inc. 8.25""w x 5.5""h"	Screen Print/Heat Transfer			mmintz	001879
2234	1	2234.1	Approved	Tree Care Austin 10”w x 2.5”h	Screen Print/Heat Transfer			mmintz	024664
2235	1	2235.1	Approved	"Tree Care Austin 2.6""w x 3.5""h"	Screen Print/Heat Transfer			mmintz	024664
2236	1	2236.1	Approved	Tree Lounge 4”w X 2.62”h	Screen Print/Heat Transfer			vrowinsky	041003
2237	1	2237.1	Approved	"AI Arborist 3""w x 3.4""h"	Screen Print/Heat Transfer			mmintz	046543
2238	1	2238.1	Approved	"AI Arb Hourglass 4""w x 1.7""h"	Screen Print/Heat Transfer			mmintz	046543
2239	1	2239.1	Approved	AI Arborist 10”w x 11.6”h	Screen Print/Heat Transfer			mmintz	046543
2240	1	2240.1	Approved	Tree Lounge 11”w X 10.15”h	Screen Print/Heat Transfer			vrowinsky	041003
2241	1	2241.1	Approved	"Vegetation Control 4""w x .7""h"	Screen Print/Heat Transfer			mmintz	001989
2242	1	2242.1	Approved	"Vegetation Control 11""w x 4.3"""	Screen Print/Heat Transfer			mmintz	001989
2243	1	2243.1	Approved	Valley Farmstead 11”w x 10”h	Screen Print/Heat Transfer			mmintz	044494
2244	1	2244.1	Approved	"Valley Farmstead 4""w x 3.6""h"	Screen Print/Heat Transfer			mmintz	044494
2245	1	2245.1	Approved	Wright S.E.T. 3.5”w x 2.28”h	Screen Print/Heat Transfer			mmintz	002331
2246	1	2246.1	Approved	CEI Certified 3.5”w X 1.29”h	Screen Print/Heat Transfer			vrowinsky	010402
2247	1	2247.1	Approved	"Wachtel 4""w x 2.25""h"	Screen Print/Heat Transfer			mmintz	002016
2248	1	2248.1	Approved	Wooten Tree 1C 3.5”w x 3.88”h	Screen Print/Heat Transfer			mmintz	035798
2249	1	2249.1	Approved	"Westerville Outline 3.5”w x 3"""	Screen Print/Heat Transfer			mmintz	002046
2250	1	2250.1	Approved	Westerville 3.44”w x 3”h	Screen Print/Heat Transfer			mmintz	002046
2251	1	2251.1	Approved	Treemasters 3.75”w X 2.19”h	Screen Print/Heat Transfer			vrowinsky	001892
2252	1	2252.1	Approved	"WRLC Staff 1C 4""w x 5""h"	Screen Print/Heat Transfer			mmintz	002045
2253	1	2253.1	Approved	Treemasters 11”w X 6.44”h	Screen Print/Heat Transfer			vrowinsky	001892
2254	1	2254.1	Approved	Wilmington NC 8”w x 1.77”h	Screen Print/Heat Transfer			mmintz	041767
2256	1	2256.1	Approved	Wade Roofing 3.75”w x 1.52”h	Screen Print/Heat Transfer			mmintz	001264
2257	1	2257.1	Approved	Woodlawns 8”w x 2.1”h	Screen Print/Heat Transfer			mmintz	041387
2258	1	2258.1	Approved	Woodlawns 3.75”w x 0.98”h	Screen Print/Heat Transfer			mmintz	041387
2259	1	2259.1	Approved	Tree Tech PHC 3.5”w X 1.88”h	Screen Print/Heat Transfer			vrowinsky	001911
2260	1	2260.1	Approved	"Winfield United 3""w x 0.71""h"	Screen Print/Heat Transfer			mmintz	002070
2261	1	2261.1	Approved	"Zielies 2C 12""w x 10.26""h"	Screen Print/Heat Transfer			mmintz	002111
2262	1	2262.1	Approved	"Vegetation Control 3.5""w x .6"""	Embroidery			abiesiadec	001989
2263	1	2263.1	Approved	Zimmerman 11”w x 4”h	Screen Print/Heat Transfer			mmintz	044494
2264	1	2264.1	Approved	"Zimmerman 4""w x 1.49""h"	Screen Print/Heat Transfer			mmintz	044494
2265	1	2265.1	Approved	"Reverse US Flag 3""w x 1.81""h"	Screen Print/Heat Transfer			mmintz	*
2266	1	2266.1	Approved	"Right Sleeve Flag 3""w x 1.5""w"	Screen Print/Heat Transfer		WH	mmintz	*
2267	1	2267.1	Approved	Arbor Man LLC 4”w x .62”h	Screen Print/Heat Transfer			magan	000170
2269	1	2269.1	Approved	NW Line JATC 3.5”w X 3.45”h	Screen Print/Heat Transfer			vrowinsky	000019
2270	1	2270.1	Approved	Mickman Brothers 2.5” x 1.72”	Embroidery			aokrez	002387
2271	1	2271.1	Approved	AmeriCorps Alaska 11”w x 8”h	Screen Print/Heat Transfer			mmintz	002118
2272	1	2272.1	Approved	"Concrete Engv 3.75""w x 1.35""h"	Screen Print/Heat Transfer			mmintz	000485
2273	1	2273.1	Approved	"Concrete Engv 9.5""w x 6.17""h"	Screen Print/Heat Transfer			mmintz	000485
2274	1	2274.1	Approved	"Carroll White House 10"" x 13.2"	Screen Print/Heat Transfer			mmintz	000388
2275	1	2275.1	Approved	"Carroll Pres Flag 3""w x 2""h"	Screen Print/Heat Transfer			mmintz	000388
2277	1	2277.1	Approved	"Carroll Lincoln 9.1”w x 11""h"	Screen Print/Heat Transfer			mmintz	000388
2278	1	2278.1	Approved	Clark's Tree 7”w x 7.35”h	Screen Print/Heat Transfer			mmintz	033688
2279	1	2279.1	Approved	CC Arboretum 11”w x 1.4”h	Screen Print/Heat Transfer			mmintz	012930
2280	1	2280.1	Approved	"Crawford Tree 11""w x 4.09""h"	Screen Print/Heat Transfer			mmintz	000510
2282	1	2282.1	Approved	"Planet Green 11""w x 8.18""h"	Screen Print/Heat Transfer			bpapsidero	021960
2283	1	2283.1	Approved	Flag + ISA Member	Screen Print/Heat Transfer	BICEP LEFT SLEEVE	US Flag stacked over ISA Member logo  - see photo - forest green ink (match to garment)	bpapsidero	021960
2215	1	2215.1	Approved	"Mobilize Green 2.73""w x 3.75""h"	Screen Print/Heat Transfer			vrowinsky	002346
2216	1	2216.1	Approved	"Mobilize Green 1C 10""w x 1.77"""	Screen Print/Heat Transfer			vrowinsky	002346
2217	1	2217.1	Approved	Mobilize Green 4.02”w X 0.72”	Embroidery			vrowinsky	002346
2218	1	2218.1	Approved	Big Sky Mt Op 2.4”w x 3”h	Screen Print/Heat Transfer			magan	020207
2220	1	2220.1	Approved	"Tall Timbers 3.5""w x 0.89""h"	Screen Print/Heat Transfer			mmintz	004046
2221	1	2221.1	Approved	Tree Rx Denver 3.71”w x 4”h	Screen Print/Heat Transfer			mmintz	042399
2222	1	2222.1	Approved	Tree Rx 8”w x 8.58”h	Screen Print/Heat Transfer			mmintz	042399
2223	1	2223.1	Approved	Timber Ridge 1C 2.64”w x 3.25”	Screen Print/Heat Transfer			mmintz	012767
2224	1	2224.1	Approved	Timber Ridge 1C 11”w x 3.67”h	Screen Print/Heat Transfer			mmintz	012767
2225	1	2225.1	Approved	Timber Ridge 8”w x 2.67”h	Screen Print/Heat Transfer			mmintz	012767
2226	1	2226.1	Approved	Treemovers 4”w x 1.4”h	Screen Print/Heat Transfer			mmintz	001615
2227	1	2227.1	Approved	Treemovers 11”w x 3.84”h	Screen Print/Heat Transfer			mmintz	001615
2228	1	2228.1	Approved	SCRIPT - Personalization	Screen Print/Heat Transfer			vrowinsky	*
2207	1	2207.1	Approved	"Trail Conservancy 3.5""w x 2""h"	Screen Print/Heat Transfer			mmintz	046357
2208	1	2208.1	Approved	"Tall Timbers 10""w x 3.07""h"	Screen Print/Heat Transfer			mmintz	004046
2209	1	2209.1	Approved	Tree Bee 4”w x 1.92”h	Screen Print/Heat Transfer			mmintz	016410
2210	1	2210.1	Approved	Tree Bee 11”w x 5.29”h	Screen Print/Heat Transfer			mmintz	016410
2211	1	2211.1	Open	EMB Personalization - Script	Emb Personalization			vrowinsky	*
2212	1	2212.1	Approved	"Knothead 3.75""w x 2.53""h"	Screen Print/Heat Transfer		Match ink to logo colors as close as possible	bpapsidero	001069
2213	1	2213.1	Approved	"Knothead 3.75""w x 2.55""h"	Embroidery		Match thread colors to logo as close as possible	bpapsidero	001069
2203	1	2203.1	Approved	"Brotherhood of Elec 4""w x 4""h"	Embroidery			mmintz	030205
2203	2	2203.2	Approved	"Brotherhood of Elec 4""w WH"	Embroidery			mmintz	003101
2205	1	2205.1	Approved	"Under Canvas 4""w x .87""h"	Embroidery			vrowinsky	002173
2205	2	2205.2	Approved	"Under Canvas 4""w WH"	Embroidery			vrowinsky	003101
1174	2	1174.2	Approved	Arborwear Pocket 3”w SO	Screen Print/Heat Transfer		Z16	mmintz	003101
1614	2	1614.2	Approved	3C Climber 8”w YWORRD	Screen Print/Heat Transfer		TLK	mmintz	003101
1618	2	1618.2	Approved	Arborwear Badge 10”w BR	Screen Print/Heat Transfer		TLN	mmintz	003101
1847	2	1847.2	Approved	Arborwear SawDust 11”w YW	Screen Print/Heat Transfer		TNC	mmintz	003101
1847	3	1847.3	Approved	Arborwear SawDust 11”w GY	Screen Print/Heat Transfer		TNC	mmintz	003101
1848	2	1848.2	Approved	Arborwear Treeline 10”w GNGY	Screen Print/Heat Transfer		TP6	mmintz	003101
2190	2	2190.2	Approved	Hang In There 12”w GN	Screen Print/Heat Transfer			mmintz	003101
2197	1	2197.1	Approved	"Dueling Chainsaw 13.25""w x 8.5"	Screen Print/Heat Transfer			mmintz	003101
2197	2	2197.2	Approved	"Dueling Chainsaw 13.25""w SOWH"	Screen Print/Heat Transfer			mmintz	003101
2200	1	2200.1	Approved	Treemasters 4.02”w x 0.46”h	Embroidery			mmintz	001892
2201	1	2201.1	Approved	Treemasters Icon 1.51”w x 1.52	Embroidery		https://www.proofstuff.com/login/review.php?Proof=0993b7d4bb7eeebd90e7e6023343f7e126&AA=1&SN=TWFja2VuemllIEFnYW4=&SE=bWFnYW5AYXJib3J3ZWFyLmNvbQ==&GC=1	mmintz	001892
2202	1	2202.1	Approved	"Caliber 4""w x 2.59""h"	Screen Print/Heat Transfer			abiesiadec	033081
2191	1	2191.1	Approved	"Finkeldey 4""w x 1.5""h"	Screen Print/Heat Transfer			nbond	002384
2192	1	2192.1	Approved	"Finkeldey 10""w x 3.95""h"	Screen Print/Heat Transfer			nbond	002384
1186	2	1186.2	Approved	Arborwear Cherub 9”w WHFC	Screen Print/Heat Transfer		TAB	mmintz	003101
1616	2	1616.2	Approved	Tree Ring 10.5”w NVBL	Screen Print/Heat Transfer		TLJ	vrowinsky	003101
1617	2	1617.2	Approved	"Leaf Map 9.25""w BKGN"	Screen Print/Heat Transfer		TLM	mmintz	003101
1628	2	1628.2	Approved	"Kent Forestry 3.51""w WHGNBR"	Embroidery		A75	vrowinsky	001051
1849	2	1849.2	Approved	"Arborwear Tag (S) 2""w WH"	Screen Print/Heat Transfer		TMK	mmintz	003101
1850	2	1850.2	Approved	"Arborwear Tag (L) 2""w WH"	Screen Print/Heat Transfer		TMM	mmintz	003101
1851	2	1851.2	Approved	"Arborwear Tag (XL) 2""w WH"	Screen Print/Heat Transfer		TMN	mmintz	003101
1852	2	1852.2	Approved	"Arborwear Tag (XS) 2""w WH"	Screen Print/Heat Transfer		TMJ	mmintz	003101
1853	2	1853.2	Approved	"Arborwear Tag (2XL) 2""w WH"	Screen Print/Heat Transfer		TMP	mmintz	003101
1854	2	1854.2	Approved	"Arborwear Tag (M) 2""w WH"	Screen Print/Heat Transfer		TML	mmintz	003101
1855	2	1855.2	Approved	"Arborwear 3.5""w BKGN"	Screen Print/Heat Transfer		SVY	mmintz	003101
1859	4	1859.4	Approved	Arborwear Treeline 4”w BK	Embroidery			vrowinsky	003101
1859	5	1859.5	Approved	Arborwear Treeline 4”w GN	Embroidery			vrowinsky	003101
1892	4	1892.4	Approved	"Arborwear Ovaless 2""w WH"	Embroidery			vrowinsky	003101
1892	5	1892.5	Approved	"Arborwear Ovaless 2""w BKGN"	Embroidery			vrowinsky	003101
1892	6	1892.6	Approved	"Arborwear Ovaless 2""w OR"	Embroidery			vrowinsky	003101
1892	7	1892.7	Approved	"Arborwear Ovaless 2""w GD"	Embroidery			vrowinsky	003101
1892	8	1892.8	Approved	"Arborwear Ovaless 2""w SV"	Embroidery			vrowinsky	003101
1892	9	1892.9	Approved	"Arborwear Ovaless 2""w PK"	Embroidery			vrowinsky	003101
2177	1	2177.1	Approved	Trashe 3.52”w x 3.52”h	Embroidery			mmintz	047631
2178	1	2178.1	Approved	Trenary's Tree 11”w x 7.42”h	Screen Print/Heat Transfer			mmintz	003911
2179	1	2179.1	Approved	"Trail Conservancy 8.5” x 13.8"""	Screen Print/Heat Transfer			mmintz	046357
2180	1	2180.1	Approved	"Chain Vintage Patch 3"""	Hat Press Heat Press			vrowinsky	003101
2180	2	2180.2	Approved	"Chain Vintage Patch 3"" BLWH"	Hat Press Heat Press			vrowinsky	003101
2181	1	2181.1	Approved	"R Moore & Ass 3.5""w X 1.25""h"	Screen Print/Heat Transfer			vrowinsky	001577
2181	2	2181.2	Approved	"R Moore & Ass 3.5""w SY (YW)"	Screen Print/Heat Transfer			vrowinsky	003101
2182	1	2182.1	Approved	"R Moore & Ass 11""w X 4""h"	Screen Print/Heat Transfer			vrowinsky	001577
2182	2	2182.2	Approved	"R Moore & Ass 11""w BK"	Screen Print/Heat Transfer			vrowinsky	003101
2183	1	2183.1	Approved	"Canopy Infra 9""w x 2.6""h"	Screen Print/Heat Transfer			bpapsidero	000002
2185	1	2185.1	Approved	EDM 2.27”w x 1.75”h	Embroidery			magan	047126
2186	1	2186.1	Approved	Expert Tree 12”w x 3.98”h	Screen Print/Heat Transfer			mmintz	010091
2187	1	2187.1	Approved	LE Tree Care 7”w x 2.34”h	Screen Print/Heat Transfer			mmintz	047897
2188	1	2188.1	Approved	"LE Tree Care 2.5""w x 2.8""h"	Screen Print/Heat Transfer			mmintz	047897
2189	1	2189.1	Approved	"Arb Treeline YOUTH 7” X 2.22"""	Screen Print/Heat Transfer			vrowinsky	003101
2189	2	2189.2	Approved	Arb Treeline YOUTH 7” SO	Screen Print/Heat Transfer			vrowinsky	003101
2189	3	2189.3	Approved	Arb Treeline YOUTH 7” WH	Screen Print/Heat Transfer			vrowinsky	003101
2190	1	2190.1	Approved	Hang In There 12”w x 12.27”h	Screen Print/Heat Transfer			mmintz	003101
435	3	435.3	Approved	"Arborwear 2.18""w GY"	Screen Print/Heat Transfer		SLE	mmintz	003101
547	2	547.2	Approved	Stay Sharp 10”w WH	Screen Print/Heat Transfer		SDV	mmintz	003101
610	2	610.2	Approved	Byrider 3.99”w WHOR	Embroidery		C4H	mmintz	003101
737	2	737.2	Approved	"Arborwear Treeline 10"" GN"	Screen Print/Heat Transfer		T28	mmintz	003101
737	3	737.3	Approved	"Arborwear Treeline 10"" WH"	Screen Print/Heat Transfer		T28	mmintz	003101
806	2	806.2	Approved	"Arborwear Infant 4""w WH"	Screen Print/Heat Transfer		RRB	vrowinsky	003101
862	2	862.2	Approved	"Get Cut Arborwear 3.5"" BR"	Hat Press Heat Press		L1A - Leather Patch	vrowinsky	003101
929	2	929.2	Approved	Arborwear - Infant 4” BR	Screen Print/Heat Transfer		T9U	vrowinsky	003101
929	3	929.3	Approved	Arborwear - Infant 4” WH	Screen Print/Heat Transfer		T9U	vrowinsky	003101
102	4	102.4	Approved	"Marine Solutions 3.5"" W WHGY"	Screen Print/Heat Transfer		Q69	vrowinsky	003101
102	5	102.5	Approved	"Marine Solutions 3.5"" W BLWH"	Screen Print/Heat Transfer		Q69	vrowinsky	003101
103	2	103.2	Approved	"Marine Solutions 12""w WHGY"	Screen Print/Heat Transfer		Q68	vrowinsky	003101
103	3	103.3	Approved	"Marine Solutions 12""w BLWH"	Screen Print/Heat Transfer		Q68	vrowinsky	003101
132	2	132.2	Approved	"CNAC 3.92""w BK"	Embroidery		AJY	vrowinsky	003101
1739	2	1739.2	Approved	"Cert Tree Worker 1.7""w WH"	Screen Print/Heat Transfer		R1H	vrowinsky	003101
1864	2	1864.2	Approved	Mickman Brother's 3.5”w BK	Screen Print/Heat Transfer			mmintz	003101
1892	3	1892.3	Approved	"Arborwear Ovaless 2""w BK"	Embroidery			vrowinsky	003101
2006	2	2006.2	Approved	Lakewood Parks 3”w WH	Screen Print/Heat Transfer			mmintz	003101
2006	3	2006.3	Approved	Lakewood Parks 3”w BK	Screen Print/Heat Transfer			mmintz	003101
2161	1	2161.1	Approved	Eco Tree 11”w x 0.83”h	Screen Print/Heat Transfer			mmintz	004034
2162	1	2162.1	Approved	"Youth Cons Corps 12""w x 10.3""h"	Screen Print/Heat Transfer			mmintz	002346
2162	2	2162.2	Approved	"Youth Cons Corps 12""w WH"	Screen Print/Heat Transfer			mmintz	003101
2163	1	2163.1	Approved	"O'Connell Electric 7""w x 1.58"""	Screen Print/Heat Transfer			mmintz	014800
2163	2	2163.2	Approved	"O'Connell Electric 7""w BK"	Screen Print/Heat Transfer			mmintz	003101
2164	1	2164.1	Approved	CVA Geoscientists 2.9”w X 2”h	Embroidery			vrowinsky	040692
2164	2	2164.2	Approved	CVA Geoscientists 2.9”w WHFC	Embroidery			vrowinsky	003101
2165	1	2165.1	Approved	"Sustainable Solut 7""w x 2.3""h"	Screen Print/Heat Transfer			mmintz	002256
2166	1	2166.1	Approved	"Sustainable Solut 4""w x 1.3""h"	Screen Print/Heat Transfer			mmintz	002256
2167	1	2167.1	Approved	"Townsend SF 2""w x 1.46""h"	Screen Print/Heat Transfer			mmintz	002121
2168	1	2168.1	Approved	"NG Gilbert 2""w x 1.16""h"	Screen Print/Heat Transfer			mmintz	002121
2169	1	2169.1	Approved	"Townsend Arborcare 2""w x .88""h"	Screen Print/Heat Transfer			mmintz	002121
2171	1	2171.1	Approved	"Titan Tree Care 3.5""w x 3.5""h"	Screen Print/Heat Transfer			mmintz	041023
2172	1	2172.1	Approved	"Western Reserve 2.37""w x 2.20"""	Embroidery			vrowinsky	002045
2172	2	2172.2	Approved	"Western Reserve 2.37""w BKYW"	Embroidery			vrowinsky	003101
2173	1	2173.1	Approved	Timber Tender 11”w x 8.19”h	Screen Print/Heat Transfer			mmintz	030225
2174	1	2174.1	Approved	Timber Tender 3.5”w x 3.5”h	Screen Print/Heat Transfer			mmintz	030225
2175	1	2175.1	Approved	"Timber Tender 7""w x 6.91""h"	Screen Print/Heat Transfer			mmintz	030225
2176	1	2176.1	Approved	"Timber Tender 3.18""w x 3.5""h"	Screen Print/Heat Transfer			mmintz	030225
611	2	611.2	Approved	"CVA Stewards 2.23"" WHGNBL"	Embroidery		C4R	vrowinsky	003101
